,metascore,name,console,userscore,date,genre(s),developer,publisher,rating,esrb descriptors,number of online players,special controllers,number of players,official site,franchise
130,86,Astebreed,PC,7.3,"May 30, 2014","Action, Horizontal, Scrolling u""Shoot-Em-Up"", Shooter
, Vertical",Edelweiss,Active Gaming Media Inc., , ,No Online Multiplayer, , , ,
131,86,Velocity 2X,PS4,6.9,"Sep 2, 2014","Action, General, Scrolling u""Shoot-Em-Up"", Shooter, Vertical",FuturLab,FuturLab,E10+, , , , , ,
132,86,Final Fantasy X / X-2 HD Remaster,VITA,8.9,"Mar 18, 2014", , , , , , , , , ,  Series
133,86,Titanfall,XONE,6.7,"Mar 11, 2014","Action, Arcade, First-Person, General, Miscellaneous, Sci-Fi
, Shooter",Respawn Entertainment,Electronic Arts,M, ,Up to 12 Players, , ,http://www.respawn.com/,
134,84,Etrian Odyssey IV: Legends of the Titan,3DS,8.3,"Feb 26, 2013","First-Person, General, Role-Playing, Western-Style",Atlus,Atlus,T,Mild Blood Mild Fantasy Violence Mild Language Mild Suggestive Themes,No Online Multiplayer,Stereoscopic (3D),1 Player,http://www.atlus.com/etrian4/,Etrian Odyssey Series
135,84,Resogun,PS4,7.8,"Nov 15, 2013","Action, Horizontal, Scrolling u""Shoot-Em-Up"", Shooter","Housemarque, XDEV",SCEA,E10+, , , , , ,
136,84,Mutant Mudds Deluxe,WIIU,7.3,"Jun 13, 2013","2D, Action, Platformer",Renegade Kid,Renegade Kid,E,Mild Fantasy Violence, , , , ,
137,84,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,WIIU,8.1,"Feb 26, 2013","Action, Miscellaneous, Music, Rhythm",Gaijin Games,Gaijin Games,T,Crude Humor, , , ,http://www.runner2.com/,Bit.Trip Series
138,84,FIFA 14,X360,4.2,"Sep 24, 2013","Ice Hockey, Sim, Soccer, Sports, Team, Traditional",EA Canada,EA Sports,E, ,Up to 22 Players, , ,http://www.ea.com/soccer/fifa14,FIFA Soccer Series
139,84,PixelJunk Monsters: Ultimate HD,VITA,7.6,"Jul 30, 2013","Defense, Fantasy, Real-Time, Strategy",Double Eleven,Double Eleven,E, , , , , ,
140,84,Tom Clancy's Splinter Cell: Blacklist,PS3,7.7,"Aug 20, 2013","Action Adventure, General, Modern",Ubisoft Toronto,Ubisoft,M,Blood and Gore Drug Reference Intense Violence Strong Language, , , ,http://splintercell.us.ubi.com/,Tom Clancy Series
141,86,The Binding of Isaac: Rebirth,PC,8.4,"Nov 4, 2014","Action, Action Adventure, Horror u""Shoot-Em-Up"", Shooter
, Survival, Top-Down",Nicalis,Nicalis, , ,No Online Multiplayer, , , ,The Binding of Isaac Series
142,86,Titanfall,PC,6.2,"Mar 11, 2014","Action, Arcade, First-Person, General, Miscellaneous, Sci-Fi
, Shooter",Respawn Entertainment,Electronic Arts,M, , , , ,http://www.respawn.com/,
143,86,Diablo III: Ultimate Evil Edition,XONE,7.8,"Aug 19, 2014","Action RPG, Role-Playing",Blizzard Entertainment,Blizzard Entertainment,M, ,Up to 4 Players, , , ,Diablo Series
144,86,Tomb Raider: Definitive Edition,XONE,7.7,"Jan 28, 2014","Action Adventure, General, Linear, Modern","Crystal Dynamics, United Front Games",Square Enix,M, ,Up to 8 Players, , , ,Tomb Raider Series
145,86,Forza Horizon 2,XONE,8.3,"Sep 30, 2014","Automobile, Driving, GT / Street, Racing, Simulation",Playground Games,Microsoft Game Studios, , ,Up to 12 Players, , , ,Forza Series
146,86,Bayonetta,WIIU,8.8,"Oct 24, 2014","Action, Action Adventure u""Beat-Em-Up"", Fantasy, Linear",Bee Tribe,Nintendo,M, , , , ,http://www.sega.com/platinumgames/bayonetta/,Bayonetta Series
147,86,Final Fantasy XIV Online: A Realm Reborn,PS4,7.2,"Apr 14, 2014","Fantasy, Massively Multiplayer, Massively Multiplayer Online
, Role-Playing",Square Enix,Square Enix,T, ,Massively Multiplayer Up to 64 Players, , ,http://www.finalfantasyxiv.com/,Final Fantasy Series
148,86,Resogun: Heroes,PS4,7.3,"Jun 24, 2014","Action, Horizontal, Scrolling u""Shoot-Em-Up"", Shooter",Housemarque,SCEA,E10+, , , , , ,
149,85,The Talos Principle,PC,8.5,"Dec 11, 2014","3D, Adventure, First-Person, Sci-Fi",Croteam,Devolver Digital,E10+, ,No Online Multiplayer, , , ,
150,85,Legend of Grimrock II,PC,8.1,"Oct 15, 2014","First-Person, Role-Playing, Western-Style",Almost Human,Almost Human, , , , , , ,
151,85,Dragon Age: Inquisition,PC,5.9,"Nov 18, 2014","Action RPG, General, PC-style RPG, Role-Playing, Western-Style",BioWare,Electronic Arts,M, ,Up to 4 Players, , ,http://www.dragonage.com/,Dragon Age Series
152,85,Bravely Default,3DS,8.4,"Feb 7, 2014","Console-style RPG, Japanese-Style, Role-Playing",Silicon Studio,Nintendo,T, ,No Online Multiplayer, , , ,Bravely Default Series
153,85,Rogue Legacy,VITA,7.8,"Jul 29, 2014","2D, Action, Platformer",Cellar Door Games,Cellar Door Games,E10+, , , ,1 Player,http://steamcommunity.com/sharedfiles/filedetails/?id=136969358,
154,85,South Park: The Stick of Truth,PC,8.6,"Mar 4, 2014","General, Role-Playing",Obsidian Entertainment,Ubisoft,M, ,No Online Multiplayer, , ,http://www.stickoftruth.com/,South Park Series
155,85,Dragon Age: Inquisition,XONE,7,"Nov 18, 2014","Action RPG, General, Role-Playing, Western-Style",BioWare,Electronic Arts,M, ,Up to 4 Players, , ,http://www.dragonage.com/,Dragon Age Series
156,85,Super Smash Bros. for Nintendo 3DS,3DS,8.6,"Oct 3, 2014","2D, 3D, Action, Fighting",Bandai Namco Games,Nintendo,E10+, ,Up to 4 Players, , , ,Smash Bros. Series
157,85,Shovel Knight,PC,8,"Jun 26, 2014","2D, Action, Platformer",Yacht Club Games,Yacht Club Games,E, , , , ,http://www.kickstarter.com/projects/yachtclubgames/shovel-knight?ref=live,
158,85,Final Fantasy X / X-2 HD Remaster,PS3,8.7,"Mar 18, 2014", , , , , , , , , ,  Series
159,85,Assetto Corsa,PC,8.4,"Dec 19, 2014","Automobile, Driving, GT / Street, General, Racing
, Simulation",Kunos Simulazioni,Kunos Simulazioni,E, ,Online Multiplayer,"HTC Vive, Oculus Rift Oculus Rift", ,http://www.kunos-simulazioni.com/,
160,85,Valkyria Chronicles,PC,8.2,"Nov 11, 2014","General, Historic, Strategy, Tactics, Turn-Based",Sega,Sega,T, ,No Online Multiplayer, , ,http://www.sega.com/valkyria/,Valkyria Chronicles Series
161,85,BattleBlock Theater,PC,7.9,"May 15, 2014","2D, Action, Platformer",The Behemoth,The Behemoth,T, ,Online Multiplayer, , ,http://www.battleblocktheater.com/,
162,85,Halo: The Master Chief Collection,XONE,7.4,"Nov 11, 2014","Action, Arcade, Compilation, First-Person, Miscellaneous
, Sci-Fi, Shooter",343 Industries,Microsoft Game Studios,M, ,Up to 16 Players, , , ,Halo Series
163,85,Persona 4 Arena Ultimax,X360,4.8,"Sep 30, 2014","2D, Action, Fighting",Arc System Works,Atlus,T, , , , , ,Persona Series
164,85,Super Mega Baseball,PS4,7.3,"Dec 16, 2014","Arcade, Baseball, Sports, Team, Traditional",Metalhead Software,Metalhead Software,E, , , , , ,
165,85,South Park: The Stick of Truth,PS3,8.5,"Mar 4, 2014","General, Role-Playing",Obsidian Entertainment,Ubisoft,M, ,No Online Multiplayer, , ,http://www.stickoftruth.com/,South Park Series
166,85,The Wolf Among Us: Episode 5 - Cry Wolf,X360,8.3,"Jul 9, 2014","Action Adventure, Adventure, Fantasy, General, Point-and-Click",Telltale Games,Telltale Games,M, , , , , ,
167,85,Rogue Legacy,PS4,7.7,"Jul 29, 2014","2D, Action, Platformer",Cellar Door Games,Cellar Door Games,E10+, , , ,1 Player,http://steamcommunity.com/sharedfiles/filedetails/?id=136969358,
168,85,Geometry Wars 3: Dimensions,PS4,7.5,"Nov 25, 2014","Action u""Shoot-Em-Up"", Shooter, Static, Top-Down",Lucid Games,Sierra Games,E, ,Up to 8 Players, , , ,Geometry Wars Series
169,85,Far Cry 4,PS4,7.7,"Nov 18, 2014","Action, Arcade, First-Person, Modern, Shooter",Ubisoft Montreal,Ubisoft,M, ,Up to 10 Players, , , ,Far Cry Series
170,85,Shantae and the Pirate's Curse,WIIU,8.7,"Dec 25, 2014","2D, Action, Platformer",WayForward,WayForward,T, , , , , ,Shantae Series
171,85,Tomb Raider: Definitive Edition,PS4,8.1,"Jan 28, 2014","Action Adventure, General, Linear, Modern","Crystal Dynamics, Nixxes Software",Square Enix,M, ,Up to 8 Players, , , ,Tomb Raider Series
172,84,Persona 4 Arena Ultimax,PS3,5.6,"Sep 30, 2014","2D, Action, Fighting",Arc System Works,Atlus,T, ,Up to 3 Players, , , ,Persona Series
173,84,Middle-earth: Shadow of Mordor,PC,7.9,"Sep 30, 2014","Action Adventure, Fantasy, Open-World",Monolith Productions,Warner Bros. Interactive Entertainment,M, ,No Online Multiplayer, , , ,Lord of the Rings Series
174,84,Middle-earth: Shadow of Mordor,PS4,8.1,"Sep 30, 2014","Action Adventure, Fantasy, Open-World",Monolith Productions,Warner Bros. Interactive Entertainment,M, ,No Online Multiplayer, , , ,Lord of the Rings Series
175,84,Guilty Gear Xrd -SIGN-,PS4,8,"Dec 16, 2014","2D, Action, Fighting",Arc System Works,Aksys Games,T, , , , ,http://ggxrd.com/,Guilty Gear Series
176,84,TxK,VITA,7.2,"Feb 11, 2014","Action u""Shoot-Em-Up"", Shooter, Static, Top-Down",Llamasoft,Llamasoft,E, , , , , ,Tempest Series
177,84,Hearthstone: Goblins Vs. Gnomes,PC,6.2,"Dec 8, 2014","Card Battle, Miscellaneous, Strategy, Turn-Based",Blizzard Entertainment,Blizzard Entertainment, , , , , , ,Warcraft Series
178,84,Tales From The Borderlands: Episode 1 - Zer0 Sum,PC,8.4,"Nov 25, 2014","Adventure, General, Miscellaneous",Telltale Games,Telltale Games,M, , , , , ,Borderlands Series
179,84,ZEN Pinball 2: South Park: Super-Sweet Pinball,PS4,6,"Oct 14, 2014","Action, Miscellaneous, Parlor, Pinball",Zen Studios,Zen Studios,E10+, , , , , ,Zen Pinball Series
180,84,Metro Redux,PC,8,"Aug 26, 2014","Action, Compilation, First-Person, Miscellaneous, Sci-Fi
, Shooter",4A Games,Deep Silver,M, , , , , ,Metro 2033 Series
181,84,Frozen Synapse Prime,VITA,7.2,"Sep 23, 2014","General, Modern, Sci-Fi, Strategy, Tactics, Turn-Based",Double Eleven,Double Eleven,T, , , , , ,Frozen Synapse Series
182,84,Europa Universalis IV: Wealth of Nations,PC,8.5,"May 29, 2014","General, Historic, Real-Time, Strategy",Paradox Development Studio,Paradox Interactive, , , , , , ,Europa Universalis Series
183,84,BioShock Infinite: Burial at Sea - Episode Two,X360,8.5,"Mar 25, 2014","Action, Arcade, First-Person, Sci-Fi, Shooter",Irrational Games,2K Games,M, , , , ,http://www.bioshockinfinite.com/,BioShock Series
184,84,Child of Light,WIIU,8.5,"Apr 29, 2014","Action, General, Role-Playing",Ubisoft Montreal,Ubisoft,E10+, , , , , ,
185,84,Metro Redux,XONE,8.2,"Aug 26, 2014","Action, Compilation, First-Person, Miscellaneous, Sci-Fi
, Shooter",4A Games,Deep Silver,M, , , , , ,Metro 2033 Series
186,84,Oddworld: Abe's Oddysee - New 'n' Tasty,PS4,7.8,"Jul 22, 2014","2D, Action, Platformer",Just Add Water,Oddworld Inhabitants,T, , , , ,http://www.oddworld.com/,Oddworld Series
187,84,Minecraft: PlayStation Vita Edition,VITA,7.6,"Oct 14, 2014","3D, Action Adventure, Adventure, Fantasy, First-Person
, Sandbox","4J Studios, Mojang AB",SCEA,E10+,Fantasy Violence,Up to 4 Players, , ,http://www.minecraft.net/,Minecraft Series
188,84,Ultra Street Fighter IV,X360,6.9,"Jun 3, 2014","2D, 3D, Action, Fighting",Capcom,Capcom,T,, , ,,http://www.streetfighter.com/,Street Fighter Series
189,84,The Walking Dead: Season Two Episode 5 - No Going Back,X360,8.8,"Aug 27, 2014","Action, Adventure, General, Point-and-Click",Telltale Games,Telltale Games,M, , , , , ,The Walking Dead Series
190,84,The Wolf Among Us: Episode 5 - Cry Wolf,PC,8.8,"Jul 8, 2014","Action Adventure, Adventure, Fantasy, General, Point-and-Click",Telltale Games,Telltale Games,M, , , , , ,
191,84,Ultimate General: Gettysburg,PC,7.7,"Oct 16, 2014","General, Military, Real-Time, Strategy",Game-Labs,Game-Labs, , , , , , ,
192,83,BlazBlue: Chrono Phantasma,PS3,8.3,"Mar 25, 2014","2D, Action, Fighting",Arc System Works,Aksys Games,T, ,Up to 8 Players, , ,http://www.blazblueuniverse.com/,BlazBlue Series
193,83,SMITE,PC,8.2,"Mar 25, 2014","Fantasy, MOBA, Massively Multiplayer Online, Real-Time
, Role-Playing, Strategy",Hi-Rez Studios,Hi-Rez Studios,T, , , , ,http://www.smitegame.com/,
194,83,Ultra Street Fighter IV,PS3,7.5,"Jun 3, 2014","2D, 3D, Action, Fighting",Capcom,Capcom,T,, , ,,http://www.streetfighter.com/,Street Fighter Series
195,83,Persona Q: Shadow of the Labyrinth,3DS,6.5,"Nov 25, 2014","Console-style RPG, Japanese-Style, Role-Playing",Atlus,Atlus,M, ,No Online Multiplayer, , ,http://www.atlus.com/personaq,Persona Series
196,83,Dark Souls II: Crown of the Old Iron King,PS3,8.1,"Aug 26, 2014","Action RPG, Role-Playing",From Software,Namco Bandai Games, , , , , , ,Dark Souls Series
197,83,The Blackwell Epiphany,PC,7.7,"Apr 24, 2014","Adventure, General, Point-and-Click",Wadjet Eye Games,Wadjet Eye Games, , , , , , ,
198,83,Retro City Rampage DX,3DS,7.5,"Feb 6, 2014","3D, Action Adventure, Adventure, Modern, Open-World
, Third-Person",Vblank Entertainment Inc.,Vblank Entertainment Inc.,T, , , , , ,
199,83,Transistor,PS4,8.2,"May 20, 2014","Action RPG, Role-Playing",Supergiant Games,Supergiant Games,T, , , , , ,
200,98,Red Dead Redemption 2,XONE,5.9,"Oct 26, 2018","Action Adventure, Open-World",Rockstar Games,Rockstar Games,M, ,Up to 32 Players, , , ,Red Dead Series
201,97,Red Dead Redemption 2,PS4,7.7,"Oct 26, 2018","Action Adventure, Open-World",Rockstar Games,Rockstar Games,M, ,Up to 32 Players, , , ,Red Dead Series
202,94,God of War,PS4,9.2,"Apr 20, 2018","Action Adventure, Linear",SCE Santa Monica,Sony Interactive Entertainment,M, ,No Online Multiplayer, , , ,God of War Series
203,94,Celeste,XONE,6.4,"Jan 26, 2018","2D, Action, Platformer",Matt Makes Games Inc.,Matt Makes Games Inc.,E10+, ,No Online Multiplayer, , , ,
204,93,Undertale,Switch,8.1,"Sep 18, 2018","Japanese-Style, Role-Playing",tobyfox,tobyfox,E10+, ,No Online Multiplayer, , , ,
205,93,Divinity: Original Sin II - Definitive Edition,XONE,7.5,"Aug 31, 2018","Role-Playing, Western-Style",Larian Studios Games Ltd,Larian Studios Games Ltd,M, ,Online Multiplayer, , , ,Divinity Series
206,92,Forza Horizon 4,XONE,7.7,"Sep 28, 2018","Automobile, Racing, Simulation",Playground Games,Microsoft Game Studios,E, ,Up to 12 Players, , , ,Forza Series
207,92,Celeste,Switch,8.3,"Jan 25, 2018","2D, Action, Platformer",Matt Makes Games Inc.,Matt Makes Games Inc.,E10+, ,No Online Multiplayer, , , ,
208,92,Divinity: Original Sin II - Definitive Edition,PS4,7.9,"Aug 31, 2018","Role-Playing, Western-Style",Larian Studios Games Ltd,Larian Studios Games Ltd,M, ,Online Multiplayer, , , ,Divinity Series
209,92,Bayonetta 2,Switch,8.4,"Feb 16, 2018","Action Adventure, Linear",Nintendo,Nintendo,M, ,No Online Multiplayer, , ,http://www.nintendo.com/games/detail/8GnzgLRe8-ifS047QNoFsrvDn8k6R4Ey,Bayonetta Series
210,91,INSIDE,Switch,8.2,"Jun 28, 2018","2D, Action, Platformer",PLAYDEAD,PLAYDEAD,M, ,No Online Multiplayer, , , ,
211,91,Sonic Mania Plus,Switch,8.8,"Jul 17, 2018","2D, Action, Platformer",Sega,Sega,E, ,2 Players, , , ,Sonic the Hedgehog Series
212,91,Dead Cells,XONE,8,"Aug 7, 2018","2D, Action, Platformer",Motion Twin,Motion Twin,T, ,No Online Multiplayer, , , ,
213,91,Shadow of the Colossus,PS4,8.5,"Feb 6, 2018","Action Adventure, General","Bluepoint Games, SCE Japan Studio",Sony Interactive Entertainment,T, ,No Online Multiplayer, , ,http://www.us.playstation.com/Content/OGS/SCUS-97472/Site/,ICO Series
214,91,Return of the Obra Dinn,PC,8.6,"Oct 18, 2018","3D, Adventure, First-Person",Lucas Pope,3909, , ,No Online Multiplayer, , , ,
215,91,Celeste,PS4,6.5,"Jan 25, 2018","2D, Action, Platformer",Matt Makes Games Inc.,Matt Makes Games Inc.,E10+, ,No Online Multiplayer, , , ,
216,90,Into the Breach,Switch,7.5,"Aug 28, 2018","Strategy, Tactics, Turn-Based",Subset Games,Subset Games,E10+, ,No Online Multiplayer, , , ,
217,90,NieR: Automata - Become as Gods Edition,XONE,9,"Jun 26, 2018","Action RPG, Role-Playing",PlatinumGames,Square Enix,M, ,No Online Multiplayer, , , ,Drakengard Series
218,90,Monster Hunter: World,XONE,7.2,"Jan 26, 2018","Action RPG, Role-Playing",Capcom,Capcom,T, ,Up to 16 Players, , , ,Monster Hunter Series
219,90,Hollow Knight,Switch,8.8,"Jun 12, 2018","Action Adventure, General",Team Cherry,Team Cherry,E10+, ,No Online Multiplayer, , , ,
220,90,Monster Hunter: World,PS4,7.8,"Jan 26, 2018","Action RPG, Role-Playing",Capcom,Capcom,T, ,Up to 4 Players, , , ,Monster Hunter Series
221,90,Into the Breach,PC,7.5,"Feb 27, 2018","General, Strategy, Tactics, Turn-Based",Subset Games,Subset Games, , ,No Online Multiplayer, , , ,
222,90,Dead Cells,Switch,8.5,"Aug 7, 2018","2D, Action, Platformer",Motion Twin,Motion Twin,T, ,No Online Multiplayer, , , ,
223,90,Bayonetta + Bayonetta 2,Switch,8.7,"Feb 16, 2018","Compilation, Miscellaneous",PlatinumGames,Nintendo,M, ,No Online Multiplayer, , , ,Bayonetta Series
224,89,Astro Bot: Rescue Mission,PS4,9,"Oct 2, 2018","Action Adventure, General",JapanStudio,JapanStudio,E10+, ,No Online Multiplayer,"PlayStation VR Required PlayStation VR Required, PlayStation VR Compatible", , ,
225,89,Dead Cells,PC,7.6,"Aug 7, 2018","2D, Action, Platformer",Motion Twin,Motion Twin, , ,No Online Multiplayer, , , ,
226,89,Owlboy,PS4,6.7,"Apr 10, 2018","Action Adventure, General",BlitWorks,Soedesco,E10+, ,No Online Multiplayer, , , ,
227,89,Okami HD,Switch,8.7,"Aug 9, 2018","Action Adventure, General",Capcom,Capcom,T, ,No Online Multiplayer, , ,http://www.o-kami.jp/,Okami Series
228,88,Forza Horizon 4,PC,7.6,"Sep 28, 2018","Automobile, Racing, Simulation",Playground Games,Microsoft Game Studios,E, ,Up to 12 Players, , , ,Forza Series
229,88,The Banner Saga 3,XONE,7.8,"Jul 26, 2018","Strategy, Tactics, Turn-Based",Stoic,Versus Evil,T, ,No Online Multiplayer, , , ,Banner Saga Series
230,88,Injustice 2: Legendary Edition,PS4,7.3,"Mar 27, 2018","2D, Action, Fighting",NetherRealm Studios,Warner Bros. Interactive Entertainment, , ,2 Players, , , ,
231,88,Call of Duty: Black Ops 4,XONE,4.7,"Oct 12, 2018","Action, First-Person, Shooter, Tactical",Treyarch,Activision,M, ,Up to more than 64 Players, , , ,Call of Duty Series
232,88,Pillars of Eternity II: Deadfire,PC,7.7,"May 8, 2018","Role-Playing, Western-Style",Obsidian Entertainment,Obsidian Entertainment,M, ,No Online Multiplayer, , , ,
233,88,Hyper Light Drifter,Switch,8,"Sep 6, 2018","Action RPG, Role-Playing",Heart Machine,Abylight,T, ,No Online Multiplayer, , , ,
234,88,Monster Hunter: World,PC,5.4,"Aug 9, 2018","Action RPG, Role-Playing",Capcom,Capcom,T, ,Up to 4 Players, , , ,Monster Hunter Series
235,88,Ikaruga,Switch,7.8,"May 29, 2018","Action u""Shoot-Em-Up"", Shooter, Vertical",Treasure,Nicalis,E10+, ,No Online Multiplayer, , ,http://www.xbox.com/en-US/games/i/ikarugaxboxlivearcade/,
236,88,Celeste,PC,7.2,"Jan 25, 2018","2D, Action, Platformer",Matt Makes Games Inc.,Matt Makes Games Inc., , ,No Online Multiplayer, , , ,
237,88,Assassin's Creed Odyssey,PC,5,"Oct 2, 2018","Action Adventure, Open-World",Ubisoft,Ubisoft,M, ,No Online Multiplayer, , , ,Assassin\'s Creed Series
238,96,Batman: Arkham City,PS3,8.7,"Oct 18, 2011","Action Adventure, Fantasy, Open-World",Rocksteady Studios,Warner Bros. Interactive Entertainment,T,Alcohol Reference Blood Mild Language Suggestive Themes Use of Tobacco Violence,No Online Multiplayer, , ,http://www.batmanarkhamcity.com/,Batman Series
239,88,Dead Cells,PS4,7.5,"Aug 7, 2018","2D, Action, Platformer",Motion Twin,Motion Twin,T, ,No Online Multiplayer, , , ,
240,88,Hellblade: Senua's Sacrifice,XONE,7.2,"Apr 11, 2018","Action Adventure, General",Ninja Theory,Ninja Theory,M, ,No Online Multiplayer, , , ,
241,87,Dragon Ball FighterZ,Switch,8.8,"Sep 28, 2018","2D, Action, Fighting",Arc System Works,Bandai Namco Games,T, ,Up to 6 Players, , , ,Dragon Ball Series
242,87,Subnautica,PC,8.3,"Jan 23, 2018","Adventure, General",Unknown Worlds Entertainment,Unknown Worlds Entertainment,E10+, ,No Online Multiplayer,"HTC Vive, Oculus Rift Oculus Rift", , ,
243,87,Street Fighter V: Arcade Edition,PS4,7,"Jan 16, 2018","2D, Action, Fighting",Capcom,Capcom,T, ,2 Players, , , ,Street Fighter Series
244,87,Dragon Ball FighterZ,PS4,8.1,"Jan 26, 2018","2D, Action, Fighting",Arc System Works,Bandai Namco Games,T, ,2 Players, , , ,Dragon Ball Series
